local,ensino_secundario_completo,Edificios Concluidos,Vendas,Taxa_Criminalidade,retencao_desistencia_ensino_basico,Total_Pedidos_Residencia,empregada_por_conta_outrem_com_ensino_superior,taxa_bruta_escolarizacao_ensino_secundario,Densidade_alojamentos,ganho_mensal,Taxa de crescimento efetivo,Valor_Medio_Pensoes,Estabelecimentos,Saldo migratório,votos_por_partido_ou_coligacao_x,populacao_ativa,votos_por_partido_ou_coligacao_y,residente_empregada_estudante,valor_processado_IRS,num_estabelecimentos_ensino_nao_superior,Total_Crimes,Desemprego,Idade da população residente,taxa_de_abstenção,Volume de negócios,Duracao_Sub_desemprego,poder_de_compra,Sessões de espetáculos ao vivo,Pessoal ao serviço dos estabelecimentos ,Beneficiários_Abono_Familia,pop_empregada_outrem_escalão,Rendas,Bens imóveis,Valor médio dos bilhetes vendidos,Alojamentos,taxa_emprego,credito_habitacao_permanente,votos_nulos_assembleias_municipais,pop_inscrita_eleicoes_assembleias_municipais,Beneficiários_RSI_1000_habitantes,Despesas em bibliotecas e arquivos,Indice Renovacao,Densidade populacional,rendimento_bruto,matriculados_ensino_nao_superior
Serpa,0.0,0.0,,30.7,2.0,252.0,0.0,2.0,0.0,0.0,-0.1,4779.0,0.0,154.0,0.0,0.0,0.0,0.0,1063.0,0.0,422.0,508.0,28.9,1.0,0.0,166.0,0.0,0.0,0.0,1151.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,61.26,0.0,60.0,12.4,0.0,0.0
Sertã,0.0,0.0,0.0,32.9,0.0,280.0,0.0,2.0,0.0,0.0,0.23,4999.0,0.0,197.0,1.0,0.0,1.0,0.0,376.0,0.0,490.0,239.0,30.4,0.0,0.0,170.0,0.0,0.0,0.0,1130.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,20.42,0.0,63.8,33.3,0.0,0.0
Sesimbra,2.0,1.0,2.0,37.7,0.0,1216.0,0.0,1.0,0.0,0.0,1.62,7469.0,0.0,983.0,0.0,1.0,0.0,0.0,1510.0,0.0,2092.0,1836.0,24.3,2.0,0.0,179.0,1.0,0.0,0.0,4699.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,27.51,1.0,81.9,279.0,2.0,0.0
Setúbal,2.0,2.0,2.0,34.2,1.0,4878.0,1.0,1.0,0.0,1.0,0.23,7803.0,1.0,626.0,0.0,1.0,0.0,1.0,4795.0,1.0,4226.0,5217.0,25.0,2.0,1.0,171.0,1.0,1.0,1.0,10481.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,35.34,1.0,81.0,535.2,2.0,1.0
Sever do Vouga,1.0,0.0,0.0,24.8,0.0,238.0,0.0,2.0,0.0,1.0,0.27,5154.0,0.0,125.0,0.0,0.0,0.0,0.0,134.0,0.0,271.0,178.0,30.2,0.0,0.0,172.0,0.0,0.0,0.0,698.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.58,0.0,66.2,84.0,1.0,0.0
Silves,1.0,1.0,1.0,44.4,1.0,1911.0,0.0,1.0,0.0,1.0,1.38,5592.0,0.0,730.0,0.0,0.0,0.0,0.0,670.0,0.0,1753.0,2268.0,26.9,2.0,0.0,132.0,1.0,0.0,0.0,3794.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,20.53,0.0,68.3,57.3,1.0,0.0
Sines,1.0,0.0,2.0,60.0,0.0,585.0,1.0,2.0,0.0,2.0,0.86,7809.0,0.0,176.0,1.0,0.0,1.0,0.0,396.0,0.0,886.0,760.0,25.7,2.0,0.0,121.0,2.0,0.0,0.0,1154.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,30.16,0.0,69.1,72.0,2.0,0.0
Sintra,2.0,2.0,2.0,28.8,1.0,19177.0,1.0,1.0,1.0,1.0,1.24,7852.0,1.0,3779.0,0.0,2.0,0.0,2.0,7940.0,2.0,11383.0,12902.0,23.9,2.0,1.0,182.0,1.0,1.0,1.0,36780.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,20.66,1.0,87.9,1223.8,2.0,1.0
Sobral de Monte Agraço,1.0,0.0,0.0,33.9,1.0,327.0,0.0,1.0,0.0,0.0,3.52,6404.0,0.0,427.0,0.0,0.0,0.0,0.0,139.0,0.0,403.0,261.0,23.9,1.0,0.0,186.0,1.0,0.0,0.0,942.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,10.94,0.0,91.2,220.1,1.0,0.0
Soure,1.0,0.0,0.0,14.5,0.0,157.0,0.0,1.0,0.0,1.0,0.52,5704.0,0.0,259.0,0.0,0.0,0.0,0.0,269.0,0.0,250.0,338.0,32.3,1.0,0.0,186.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.57,0.0,64.3,64.7,1.0,0.0
Sousel,0.0,0.0,,30.4,1.0,62.0,0.0,1.0,0.0,0.0,0.16,5096.0,0.0,72.0,2.0,0.0,2.0,0.0,194.0,0.0,134.0,190.0,29.2,0.0,0.0,149.0,0.0,0.0,0.0,347.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,38.56,0.0,71.5,15.7,0.0,0.0
Sátão,0.0,0.0,0.0,15.2,0.0,105.0,0.0,1.0,0.0,0.0,0.92,4261.0,0.0,206.0,1.0,0.0,1.0,0.0,399.0,0.0,169.0,325.0,29.4,1.0,0.0,184.0,0.0,0.0,0.0,814.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.31,0.0,71.7,54.6,0.0,0.0
São Brás de Alportel,2.0,0.0,1.0,37.5,0.0,292.0,0.0,1.0,0.0,0.0,0.93,5283.0,0.0,160.0,2.0,0.0,2.0,0.0,253.0,0.0,435.0,254.0,27.1,2.0,0.0,171.0,1.0,0.0,0.0,955.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,21.32,0.0,69.5,75.0,1.0,0.0
São João da Madeira,1.0,0.0,1.0,27.5,0.0,851.0,1.0,2.0,1.0,1.0,2.18,6471.0,0.0,563.0,1.0,0.0,1.0,0.0,548.0,0.0,657.0,1086.0,27.5,2.0,0.0,170.0,2.0,0.0,0.0,1723.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,21.36,0.0,74.5,2940.6,1.0,0.0
São João da Pesqueira,0.0,0.0,,21.1,1.0,23.0,0.0,2.0,0.0,0.0,-0.06,4443.0,0.0,45.0,2.0,0.0,2.0,0.0,151.0,0.0,143.0,100.0,30.0,0.0,0.0,182.0,0.0,0.0,0.0,539.0,0.0,,0.0,0.0,0.0,1.0,2.0,1.0,0.0,13.95,0.0,62.0,25.5,0.0,0.0
São Pedro do Sul,0.0,0.0,0.0,21.1,0.0,308.0,0.0,2.0,0.0,0.0,0.87,4726.0,0.0,300.0,2.0,0.0,2.0,0.0,292.0,0.0,320.0,501.0,30.7,0.0,0.0,156.0,0.0,0.0,0.0,1142.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.3,0.0,71.0,43.2,0.0,0.0
São Roque do Pico,1.0,0.0,,24.9,0.0,39.0,0.0,1.0,0.0,1.0,1.57,4822.0,0.0,66.0,2.0,0.0,2.0,0.0,51.0,0.0,85.0,115.0,28.7,0.0,0.0,190.0,0.0,0.0,0.0,261.0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,13.1,0.0,67.1,23.6,1.0,0.0
São Vicente,0.0,0.0,,17.7,0.0,65.0,0.0,1.0,0.0,0.0,2.13,4376.0,0.0,152.0,2.0,0.0,2.0,0.0,148.0,0.0,88.0,104.0,29.6,1.0,0.0,176.0,0.0,0.0,0.0,319.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,21.51,0.0,61.9,61.7,0.0,0.0
Tabuaço,0.0,0.0,,17.6,0.0,30.0,1.0,1.0,0.0,0.0,0.18,4422.0,0.0,48.0,2.0,0.0,2.0,0.0,315.0,0.0,89.0,112.0,32.0,0.0,0.0,196.0,0.0,0.0,0.0,358.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,54.44,0.0,59.5,37.7,0.0,0.0
Tarouca,0.0,0.0,,16.7,0.0,60.0,0.0,1.0,0.0,0.0,1.82,4470.0,0.0,180.0,2.0,0.0,2.0,0.0,327.0,0.0,127.0,220.0,27.3,1.0,0.0,186.0,0.0,0.0,0.0,637.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,36.24,0.0,67.2,74.7,0.0,0.0
Tavira,1.0,0.0,2.0,47.2,1.0,1752.0,0.0,1.0,0.0,0.0,0.68,5371.0,0.0,378.0,0.0,0.0,0.0,0.0,466.0,0.0,1314.0,923.0,30.2,1.0,0.0,131.0,1.0,0.0,0.0,2241.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.56,0.0,60.0,45.6,1.0,0.0
Terras de Bouro,0.0,0.0,,32.2,0.0,37.0,0.0,0.0,0.0,0.0,0.34,4753.0,0.0,84.0,2.0,0.0,2.0,0.0,62.0,0.0,206.0,268.0,30.0,0.0,0.0,159.0,0.0,0.0,0.0,468.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.26,0.0,68.8,22.9,0.0,0.0
Tomar,1.0,0.0,1.0,31.0,0.0,530.0,1.0,2.0,0.0,0.0,1.1,5733.0,0.0,797.0,0.0,0.0,0.0,0.0,1030.0,0.0,1143.0,744.0,30.0,2.0,0.0,170.0,1.0,0.0,0.0,2581.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,25.14,0.0,64.7,103.8,1.0,0.0
Tondela,0.0,0.0,0.0,22.4,0.0,373.0,1.0,2.0,0.0,1.0,0.67,4828.0,0.0,413.0,0.0,0.0,0.0,0.0,411.0,0.0,578.0,657.0,31.2,1.0,0.0,162.0,0.0,0.0,0.0,1741.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.68,0.0,65.6,69.1,1.0,0.0
Torre de Moncorvo,0.0,0.0,,34.1,1.0,24.0,0.0,1.0,0.0,0.0,-0.09,4213.0,0.0,72.0,1.0,0.0,1.0,0.0,179.0,0.0,230.0,156.0,37.6,0.0,0.0,188.0,0.0,0.0,0.0,411.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.09,0.0,49.8,12.7,0.0,0.0
Torres Novas,1.0,1.0,1.0,29.8,0.0,507.0,1.0,1.0,0.0,1.0,0.92,6174.0,0.0,633.0,0.0,0.0,0.0,0.0,630.0,0.0,1036.0,828.0,28.2,1.0,0.0,154.0,1.0,0.0,0.0,2581.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.41,1.0,67.2,127.4,1.0,0.0
Torres Vedras,1.0,1.0,1.0,26.1,0.0,2406.0,0.0,2.0,0.0,1.0,2.2,6461.0,0.0,2164.0,0.0,1.0,0.0,1.0,1208.0,1.0,2300.0,2121.0,26.0,1.0,0.0,177.0,1.0,0.0,0.0,6916.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,14.72,0.0,81.9,211.5,1.0,0.0
Trancoso,0.0,0.0,,20.8,0.0,53.0,1.0,2.0,0.0,0.0,0.29,4354.0,0.0,121.0,2.0,0.0,2.0,0.0,141.0,0.0,173.0,113.0,35.5,0.0,0.0,162.0,0.0,0.0,0.0,540.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.59,0.0,54.5,22.9,0.0,0.0
Trofa,1.0,0.0,1.0,18.0,0.0,620.0,0.0,1.0,0.0,1.0,1.05,6638.0,0.0,457.0,2.0,0.0,2.0,0.0,831.0,0.0,719.0,1541.0,26.9,1.0,0.0,177.0,1.0,0.0,0.0,3062.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,19.95,0.0,76.9,549.7,1.0,0.0
Tábua,0.0,0.0,0.0,21.8,0.0,153.0,0.0,1.0,0.0,0.0,1.67,5188.0,0.0,268.0,1.0,0.0,1.0,0.0,331.0,0.0,253.0,237.0,29.4,0.0,0.0,186.0,0.0,0.0,0.0,910.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,23.54,0.0,67.8,57.1,0.0,0.0
Vagos,1.0,0.0,1.0,22.7,0.0,549.0,1.0,1.0,0.0,1.0,3.01,4960.0,0.0,803.0,2.0,0.0,2.0,0.0,344.0,0.0,554.0,533.0,26.6,2.0,0.0,167.0,0.0,0.0,0.0,1962.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,16.62,0.0,79.8,143.9,1.0,0.0
Vale de Cambra,1.0,0.0,0.0,28.8,0.0,318.0,1.0,1.0,0.0,1.0,0.03,6075.0,0.0,137.0,2.0,0.0,2.0,0.0,292.0,0.0,611.0,580.0,30.7,1.0,0.0,169.0,1.0,0.0,0.0,1327.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.96,0.0,64.2,144.2,1.0,0.0
Valença,1.0,0.0,0.0,37.0,0.0,700.0,0.0,1.0,0.0,0.0,1.62,4612.0,0.0,295.0,0.0,0.0,0.0,0.0,428.0,0.0,524.0,459.0,28.2,0.0,0.0,154.0,1.0,0.0,0.0,1179.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,22.63,0.0,74.0,118.9,0.0,0.0
Valongo,1.0,1.0,1.0,21.6,0.0,908.0,0.0,1.0,1.0,1.0,1.77,6396.0,0.0,1817.0,1.0,1.0,1.0,1.0,4372.0,1.0,2159.0,3572.0,26.0,2.0,0.0,177.0,1.0,0.0,0.0,8082.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,39.95,1.0,80.4,1310.0,1.0,0.0
Valpaços,0.0,0.0,0.0,30.8,1.0,43.0,0.0,1.0,0.0,0.0,0.23,4000.0,0.0,248.0,2.0,0.0,2.0,0.0,766.0,0.0,449.0,205.0,37.4,2.0,0.0,183.0,0.0,0.0,0.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,43.47,0.0,49.0,26.5,0.0,0.0
Velas,0.0,0.0,,23.8,1.0,23.0,0.0,2.0,0.0,0.0,0.02,5025.0,0.0,31.0,2.0,0.0,2.0,0.0,77.0,0.0,118.0,181.0,27.6,1.0,0.0,183.0,1.0,0.0,0.0,393.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.64,0.0,68.2,42.2,1.0,0.0
Vendas Novas,1.0,0.0,1.0,29.0,0.0,230.0,0.0,2.0,0.0,1.0,0.75,6038.0,0.0,165.0,0.0,0.0,0.0,0.0,225.0,0.0,334.0,295.0,27.6,1.0,0.0,132.0,1.0,0.0,0.0,889.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,0.0,81.1,51.5,1.0,0.0
Viana do Alentejo,1.0,0.0,,36.1,0.0,46.0,0.0,1.0,0.0,0.0,0.71,5268.0,0.0,86.0,0.0,0.0,0.0,0.0,167.0,0.0,200.0,122.0,26.6,0.0,0.0,150.0,0.0,0.0,0.0,471.0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,28.96,0.0,75.5,14.0,1.0,0.0
Viana do Castelo,1.0,1.0,1.0,29.0,0.0,2008.0,1.0,2.0,0.0,1.0,0.61,5777.0,0.0,822.0,0.0,1.0,0.0,1.0,1827.0,1.0,2520.0,2623.0,28.4,1.0,0.0,144.0,1.0,0.0,0.0,6146.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,17.95,1.0,68.8,270.4,1.0,0.0
Vidigueira,1.0,0.0,,36.3,2.0,73.0,1.0,1.0,0.0,0.0,-0.23,5033.0,0.0,83.0,1.0,0.0,1.0,0.0,392.0,0.0,190.0,199.0,27.0,0.0,0.0,156.0,0.0,0.0,0.0,482.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,68.43,0.0,74.0,16.6,1.0,0.0
Vieira do Minho,0.0,0.0,,22.0,0.0,50.0,0.0,1.0,0.0,0.0,0.72,4551.0,0.0,168.0,2.0,0.0,2.0,0.0,269.0,0.0,266.0,356.0,31.1,0.0,0.0,180.0,0.0,0.0,0.0,834.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.21,0.0,65.0,55.4,0.0,0.0
Vila Flor,0.0,0.0,0.0,25.3,1.0,28.0,1.0,1.0,0.0,0.0,0.18,4230.0,0.0,81.0,1.0,0.0,1.0,0.0,131.0,0.0,153.0,124.0,33.8,0.0,0.0,194.0,0.0,0.0,0.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.19,0.0,59.6,22.7,0.0,0.0
Vila Franca de Xira,2.0,0.0,2.0,23.8,1.0,4390.0,1.0,1.0,0.0,1.0,0.71,7946.0,1.0,863.0,0.0,1.0,0.0,1.0,3167.0,1.0,3321.0,5016.0,24.0,2.0,1.0,184.0,1.0,0.0,1.0,11446.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,21.45,1.0,81.6,435.2,2.0,1.0
Vila Franca do Campo,0.0,0.0,,25.3,1.0,42.0,0.0,1.0,0.0,0.0,0.1,4878.0,0.0,-12.0,1.0,0.0,1.0,0.0,424.0,0.0,263.0,486.0,24.0,1.0,0.0,178.0,0.0,0.0,0.0,1113.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,63.05,0.0,90.5,133.2,0.0,0.0
Vila Nova da Barquinha,1.0,0.0,,27.6,0.0,56.0,0.0,1.0,0.0,0.0,3.69,6420.0,0.0,319.0,1.0,0.0,1.0,0.0,226.0,0.0,215.0,140.0,26.8,2.0,0.0,157.0,0.0,0.0,0.0,530.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,25.96,0.0,74.2,151.4,1.0,0.0
Vila Nova de Cerveira,1.0,0.0,0.0,35.4,0.0,316.0,0.0,1.0,0.0,1.0,1.47,4739.0,0.0,194.0,1.0,0.0,1.0,0.0,131.0,0.0,330.0,290.0,28.6,0.0,0.0,170.0,1.0,0.0,0.0,727.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,12.68,0.0,79.8,84.7,1.0,0.0
Vila Nova de Famalicão,1.0,2.0,1.0,20.3,0.0,2179.0,0.0,1.0,0.0,1.0,0.68,6221.0,1.0,1088.0,1.0,1.0,1.0,1.0,2046.0,1.0,2757.0,4484.0,26.5,1.0,1.0,181.0,1.0,1.0,1.0,10051.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,13.33,1.0,76.5,670.0,1.0,0.0
Vila Nova de Foz Côa,0.0,0.0,0.0,37.5,1.0,39.0,1.0,0.0,0.0,0.0,0.8,4193.0,0.0,123.0,1.0,0.0,1.0,0.0,141.0,0.0,239.0,122.0,34.8,1.0,0.0,168.0,0.0,0.0,0.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,21.75,0.0,56.1,15.9,0.0,0.0
Vila Nova de Gaia,2.0,2.0,2.0,26.4,0.0,6171.0,1.0,1.0,1.0,1.0,0.87,7043.0,1.0,3228.0,2.0,2.0,2.0,2.0,16150.0,2.0,8217.0,11501.0,27.0,2.0,1.0,182.0,1.0,1.0,1.0,23436.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,48.3,1.0,72.3,1831.5,2.0,1.0
Vila Nova de Paiva,0.0,0.0,,16.6,1.0,20.0,0.0,1.0,0.0,0.0,1.33,3875.0,0.0,121.0,0.0,0.0,0.0,0.0,84.0,0.0,79.0,142.0,31.0,1.0,0.0,153.0,0.0,0.0,0.0,299.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,25.53,0.0,68.1,26.7,0.0,0.0
Vila Nova de Poiares,1.0,0.0,0.0,19.7,0.0,131.0,0.0,1.0,0.0,1.0,1.2,5230.0,0.0,128.0,2.0,0.0,2.0,0.0,115.0,0.0,141.0,156.0,28.5,1.0,0.0,189.0,0.0,0.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,18.47,0.0,73.3,83.5,0.0,0.0
Vila Pouca de Aguiar,0.0,0.0,0.0,21.3,0.0,80.0,0.0,1.0,0.0,0.0,0.16,4094.0,0.0,174.0,2.0,0.0,2.0,0.0,368.0,0.0,251.0,278.0,34.8,1.0,0.0,200.0,0.0,0.0,0.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.21,0.0,52.2,26.9,0.0,0.0
Vila Real,2.0,0.0,0.0,24.1,0.0,952.0,2.0,2.0,0.0,1.0,0.53,4689.0,0.0,503.0,2.0,0.0,2.0,0.0,2191.0,0.0,1205.0,1334.0,28.0,1.0,0.0,183.0,1.0,0.0,0.0,3520.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,34.74,0.0,66.8,131.1,1.0,0.0
Vila Real de Santo António,1.0,0.0,2.0,48.6,1.0,779.0,0.0,2.0,0.0,0.0,0.83,5794.0,0.0,245.0,0.0,0.0,0.0,0.0,443.0,0.0,939.0,1014.0,26.2,1.0,0.0,140.0,1.0,0.0,0.0,1935.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,33.35,0.0,75.1,312.7,1.0,0.0
Vila Velha de Ródão,0.0,0.0,,33.9,2.0,95.0,1.0,0.0,0.0,2.0,1.37,6307.0,0.0,107.0,2.0,0.0,2.0,0.0,70.0,0.0,119.0,73.0,36.0,0.0,0.0,162.0,0.0,0.0,0.0,227.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23.69,0.0,56.2,10.5,1.0,0.0
Vila Verde,1.0,1.0,0.0,27.2,0.0,532.0,0.0,1.0,0.0,0.0,1.31,4641.0,0.0,741.0,1.0,0.0,1.0,0.0,392.0,0.0,1308.0,1023.0,25.7,1.0,0.0,185.0,0.0,0.0,0.0,4145.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,7.98,0.0,85.7,207.8,0.0,0.0
Vila Viçosa,1.0,0.0,0.0,26.3,0.0,61.0,0.0,2.0,0.0,1.0,-0.3,6551.0,0.0,34.0,1.0,0.0,1.0,0.0,97.0,0.0,192.0,195.0,30.1,1.0,0.0,154.0,1.0,0.0,0.0,566.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,16.7,0.0,57.2,37.6,1.0,0.0
Vila da Praia da Vitória,0.0,0.0,0.0,30.0,1.0,77.0,0.0,1.0,0.0,1.0,0.37,6603.0,0.0,139.0,0.0,0.0,0.0,0.0,622.0,0.0,592.0,498.0,26.0,1.0,0.0,178.0,1.0,0.0,0.0,1492.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,47.74,0.0,73.4,122.0,1.0,0.0
Vila de Rei,0.0,0.0,,18.0,0.0,59.0,0.0,1.0,0.0,0.0,1.11,5274.0,0.0,98.0,2.0,0.0,2.0,0.0,42.0,0.0,62.0,65.0,31.5,0.0,0.0,183.0,0.0,0.0,0.0,239.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,13.67,0.0,83.0,17.8,0.0,0.0
Vila do Bispo,1.0,0.0,1.0,60.0,1.0,528.0,0.0,0.0,0.0,0.0,0.98,5668.0,0.0,88.0,0.0,0.0,0.0,0.0,78.0,0.0,356.0,277.0,29.0,1.0,0.0,113.0,0.0,0.0,0.0,474.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,13.87,0.0,56.8,32.8,1.0,0.0
Vila do Conde,1.0,1.0,1.0,26.3,0.0,1138.0,1.0,1.0,0.0,1.0,1.59,6181.0,0.0,1479.0,0.0,1.0,0.0,1.0,1516.0,1.0,2229.0,3224.0,25.9,1.0,0.0,172.0,1.0,0.0,0.0,6411.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,15.68,1.0,75.7,560.5,1.0,0.0
Vila do Porto,1.0,0.0,,24.4,1.0,45.0,0.0,1.0,0.0,1.0,-0.13,7262.0,0.0,16.0,2.0,0.0,2.0,0.0,89.0,0.0,134.0,267.0,24.0,1.0,0.0,186.0,1.0,0.0,0.0,462.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,33.67,0.0,87.4,56.9,2.0,0.0
Vimioso,0.0,0.0,,25.9,0.0,36.0,1.0,0.0,0.0,0.0,0.7,3834.0,0.0,94.0,2.0,0.0,2.0,0.0,119.0,0.0,108.0,45.0,38.0,1.0,0.0,198.0,0.0,0.0,0.0,244.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,20.38,0.0,57.5,8.6,0.0,0.0
Vinhais,0.0,0.0,,18.9,1.0,18.0,0.0,1.0,0.0,0.0,-0.84,4113.0,0.0,70.0,1.0,0.0,1.0,0.0,395.0,0.0,141.0,107.0,42.6,0.0,0.0,183.0,0.0,0.0,0.0,414.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.36,0.0,41.9,10.8,0.0,0.0
Viseu,2.0,1.0,1.0,26.2,0.0,2437.0,1.0,2.0,0.0,1.0,1.59,5182.0,1.0,1882.0,1.0,1.0,1.0,1.0,3460.0,1.0,2671.0,2871.0,26.6,1.0,0.0,164.0,1.0,1.0,0.0,7801.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,30.09,0.0,80.1,197.9,1.0,1.0
Vizela,0.0,0.0,0.0,16.8,0.0,305.0,0.0,1.0,0.0,0.0,0.95,6106.0,0.0,186.0,2.0,0.0,2.0,0.0,170.0,0.0,411.0,970.0,26.1,1.0,0.0,191.0,0.0,0.0,0.0,2244.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,6.7,0.0,78.7,983.7,1.0,0.0
Vouzela,0.0,0.0,0.0,24.0,0.0,103.0,1.0,2.0,0.0,0.0,1.16,4895.0,0.0,186.0,2.0,0.0,2.0,0.0,89.0,0.0,234.0,321.0,30.8,0.0,0.0,177.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.94,0.0,70.8,49.8,0.0,0.0
Águeda,1.0,0.0,0.0,30.1,0.0,1461.0,1.0,1.0,0.0,1.0,1.19,6397.0,0.0,785.0,0.0,0.0,0.0,0.0,808.0,0.0,1420.0,1086.0,28.5,2.0,0.0,158.0,1.0,0.0,0.0,3558.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,16.23,0.0,68.3,139.2,1.0,0.0
Évora,2.0,0.0,1.0,26.7,0.0,1321.0,1.0,2.0,0.0,1.0,0.28,6042.0,0.0,312.0,0.0,1.0,0.0,0.0,1405.0,1.0,1441.0,1403.0,26.4,2.0,0.0,163.0,2.0,1.0,0.0,4207.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,24.13,0.0,72.1,41.2,2.0,0.0
Ílhavo,2.0,1.0,1.0,34.8,0.0,1076.0,1.0,1.0,0.0,1.0,2.87,6752.0,0.0,1294.0,0.0,0.0,0.0,0.0,996.0,0.0,1466.0,1239.0,26.3,2.0,0.0,158.0,1.0,1.0,0.0,3035.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,23.61,0.0,75.4,557.1,2.0,0.0
Óbidos,1.0,0.0,1.0,27.5,1.0,365.0,1.0,0.0,0.0,1.0,3.58,5865.0,0.0,528.0,0.0,0.0,0.0,0.0,114.0,0.0,365.0,312.0,27.5,1.0,0.0,158.0,0.0,0.0,0.0,917.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,8.25,0.0,74.9,90.6,1.0,0.0
